Pair,BF
Equisetales_sigma2--Psilotales_sigma2,1.1929191967754285
Equisetales_sigma2--Ophioglossales_sigma2,1.1396026052991086
Equisetales_sigma2--Marattiales_sigma2,0.9573013699086115
Psilotales_sigma2--Ophioglossales_sigma2,1.246489799892676
Psilotales_sigma2--Marattiales_sigma2,1.0729145759872483
Ophioglossales_sigma2--Marattiales_sigma2,1.187344364077115
