WGD ID	Phylogenetic location	Species	KS peak	Credible range	Posterior Mean	Posterior Median	Posterior Mode	90% HPD	Consensus Peak	Consensus Mean	90% HCR	Full_Species
SPIR	Spirogloea muscicola	Spirogloea muscicola	0.14	0.07-0.34	30.64	28.68	25.05	14.08-46.94	25.05	30.64	14.08-46.94	Spirogloea_muscicola
